,title,year,kind,genre,rating,vote,country,language,director,runtime
1,Get Up and Dance!,1994.0,0,10,4,5.280084091431561e-06,8,2,3284,0.05006180469715698
3,What the #$*! Do We (K)now!?,2004.0,0,6,2,0.005453514545819351,8,0,3598,0.03584672435105068
4,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,1991.0,0,4,2,0.0008821802035837962,8,2,993,0.05809641532756489
6,Neil Diamond: Greatest Hits Live,1988.0,0,6,1,3.086818391913836e-05,8,2,931,0.03275648949320148
7,7 Seconds,2005.0,0,0,2,0.002903233929657908,7,2,3197,0.07169344870210134
8,By Dawn's Early Light,1990.0,0,0,1,0.001175021790500885,8,0,1422,0.034610630407911
9,Seeta Aur Geeta,1972.0,0,1,1,0.0007363686505973399,4,3,2819,0.008034610630407911
10,Strange Relations,2001.0,0,7,1,0.00030990032013556004,7,2,2662,0.04511742892459827
11,Sesame Street Presents: The Street We Live On,2004.0,1,2,1,2.518193951298129e-05,8,0,1961,0.12546353522867737
12,Boycott,2001.0,0,7,1,0.0003639196419940522,8,2,619,0.052533992583436336
13,Meat Loaf: Bat Out of Hell,1999.0,1,6,1,0.00011413104843786682,8,2,360,0.03275648949320148
15,FernGully 2: The Magical Rescue,1998.0,0,2,2,0.0006007111054790214,8,2,2755,0.0710754017305315
17,Zatoichi's Conspiracy,1973.0,0,0,1,0.00036798124514130724,6,4,1985,0.055624227441285534
18,Daydream Obsession,2003.0,0,10,0,4.6708436193433045e-05,8,2,3409,0.043263288009888747
20,TerrorVision,1986.0,0,4,2,0.0027509238116358433,8,2,3374,0.06242274412855376
21,The Spitfire Grill,1996.0,0,7,1,0.0027801673542960795,8,2,2061,0.06922126081582199
23,The Weather Underground,2002.0,0,6,1,0.0014447122394786202,8,2,3077,0.044499381953028425
24,The Bonesetter,2003.0,0,8,3,8.326286451872846e-05,0,2,388,0.049443757725587144
25,Carandiru,2003.0,0,7,1,0.007686583956180176,9,0,1296,0.06365883807169344
26,DragonHeart,1996.0,0,0,1,0.03850359167566312,8,2,2917,0.05871446229913473
27,Sex and the Beauties,2004.0,0,4,2,6.539181067080625e-05,3,0,1619,0.07169344870210134
28,The Libertine,2004.0,0,3,1,0.01448895690720293,7,2,2051,0.013597033374536464
29,Ricky Martin: One Night Only,1999.0,0,6,1,4.3459153675629004e-05,8,2,417,0.055624227441285534
30,Barbarian Queen,1985.0,0,1,2,0.0009605691443258185,8,2,1363,0.014215080346106303
34,"At Home Among Strangers, a Stranger Among His Own",1974.0,0,0,1,0.0012034530125316705,9,0,2557,0.05995055624227441
35,6ixtynin9,1999.0,0,4,1,0.000826536240466402,9,0,2678,0.05809641532756489
37,Iron Monkey 2,1996.0,0,0,2,0.00029284158691708883,3,0,2123,0.06674907292954263
41,Dona Herlinda and Her Son,1985.0,0,4,1,0.00019983087484494832,9,0,1440,0.06242274412855376
42,Inside the Space Station,2000.0,0,6,1,2.8837382345510835e-05,8,2,2781,0.0914709517923362
43,A Fishy Story,1989.0,0,4,1,4.792691713760956e-05,3,0,206,0.055624227441285534
44,White Lotus Cult,1993.0,0,10,1,1.7058733218471197e-05,3,0,3205,0.05809641532756489
45,Notre musique,2004.0,0,7,1,0.0011819265158512188,1,0,1514,0.05686032138442521
46,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,2004.0,0,6,4,5.8080925005747176e-05,8,2,2351,0.05747836835599505
47,L'oeil de Vichy,1993.0,0,6,1,0.00012875281976798498,1,0,623,0.013597033374536464
48,Bruce Lee: A Warrior's Journey,2000.0,0,6,1,0.0012192932648059651,8,0,1720,0.05933250927070457
51,Bear Cub,2004.0,0,4,1,0.0014544600870320323,9,0,2441,0.06551297898640296
53,Briar Patch,2002.0,0,7,2,0.0005653751580979025,8,2,3683,0.05129789864029666
54,Beyoncé: Live at Wembley,2004.0,0,9,1,3.208666486331487e-05,8,2,2503,0.03584672435105068
55,Cube²: Hypercube,2002.0,0,7,2,0.026600657492317478,0,2,173,0.05315203955500618
56,Coldblooded,1995.0,0,0,1,0.0014975130803929358,8,2,3566,0.14215080346106304
57,Mr. Vampire,1985.0,0,0,1,0.0015300059055709761,3,0,2906,0.04079110012360939
58,DarkWolf,2003.0,0,8,0,0.0006730076415001612,8,2,2866,0.06118665018541409
59,Arachnid,2001.0,0,0,0,0.0011567445763382375,9,0,1422,0.049443757725587144
61,The Cat and the Canary,1978.0,0,4,2,0.00055928275337702,7,2,2800,0.05315203955500618
62,Goddess of Mercy,2003.0,0,0,1,0.00019373847012406573,3,0,194,0.10135970333745363
63,The Tricky Master,1999.0,0,0,2,0.0006210191212152967,3,0,1619,0.08158220024721878
65,Sleepover Nightmare,2005.0,0,8,0,0.00011941113252929838,0,2,367,0.0519159456118665
66,Demon Warrior,1988.0,0,8,0,5.4831642487943135e-05,8,2,1060,0.05315203955500618
67,White Knuckle Extreme: Higher Ground,2002.0,0,6,1,5.280084091431561e-06,8,2,1863,0.06242274412855376
68,Gentlemen of Fortune,1971.0,0,4,4,0.004471825065127806,9,0,98,0.05747836835599505
70,How to Irritate People,1969.0,1,10,1,0.0008358779277050886,7,2,1366,0.03955500618046971
73,The Chorus,2004.0,0,4,1,0.024153541596096312,1,0,580,0.02657601977750309
74,Regular Guys,1996.0,0,4,1,0.0005799969294280207,2,0,3021,0.054388133498145856
75,Bollywood Bound,2002.0,0,6,1,0.00036798124514130724,0,0,2560,0.06551297898640296
77,Moby: Play - The DVD,2001.0,0,9,1,0.0001031647199402782,8,2,1088,0.05500618046971569
78,X2: X-Men United,2003.0,0,0,1,0.2141488382596518,8,0,441,0.03584672435105068
80,Marilyn Manson: Fear of a Satanic Planet,2005.0,0,6,1,6.498565035608075e-06,7,2,3446,0.060568603213844247
81,Chasing Freedom,2004.0,0,7,1,0.00015962100368712334,0,2,883,0.05067985166872682
82,Stepping Razor: Red X,1992.0,0,6,1,5.4831642487943135e-05,0,2,2526,0.03584672435105068
84,Venus Boyz,2002.0,0,6,1,0.00016774420998163345,9,0,1095,0.054388133498145856
85,Unconstitutional,2004.0,0,6,1,0.00014743619424535822,8,2,2564,0.03893695920889988
89,The Agronomist,2003.0,0,6,1,0.00038625845930395495,8,2,1783,0.09765142150803459
90,Querelle,1982.0,0,7,1,0.002544594371755287,9,2,2807,0.07231149567367119
92,The Neon Bible,1995.0,0,7,1,0.00033548841996326685,7,2,3378,0.024721878862793572
94,Space Odyssey: Voyage to the Planets,2004.0,0,6,1,0.000395193986227916,7,2,1625,0.053770086526576014
95,Blood Will Out,1999.0,1,5,1,0.0003204604883184232,7,2,2482,0.07169344870210134
96,"Henry: Portrait of a Serial Killer, Part 2",1996.0,0,5,2,0.00040453567346660266,8,2,606,0.04511742892459827
98,Peter Gabriel: Growing Up Live,2003.0,0,6,4,0.00014865467518953472,7,2,1277,0.060568603213844247
100,Marooned in Iraq,2002.0,0,7,1,0.0005860893341489032,9,0,254,0.05315203955500618
101,Broken Blossoms,1919.0,0,7,1,0.004038045849000967,8,2,666,0.0457354758961681
102,The Song Remains the Same,1976.0,0,6,1,0.0032829938239262546,7,2,2698,0.05686032138442521
103,Winnie the Pooh: Springtime with Roo,2003.0,0,2,1,0.0008379087292787161,8,0,3115,0.055624227441285534
104,Neon Genesis Evangelion: The End of Evangelion,1997.0,0,2,4,0.018747547807099845,6,4,1319,0.060568603213844247
106,Strangler's Wood,1999.0,1,5,1,0.00036310732136460115,7,2,1563,0.05624227441285537
107,The Hunchback of Notre Dame 2: The Secret of the Bell,2002.0,0,2,2,0.0026558822979900754,8,2,379,0.07231149567367119
108,Mann - Soul's Heart,1999.0,0,7,1,0.0021282800491616446,4,3,1378,0.0173053152039555
109,Marat/Sade,1967.0,0,7,1,0.000987375725097702,7,2,2691,0.04511742892459827
111,Saludos Amigos,1942.0,0,2,1,0.00250275985933856,8,0,3591,0.06922126081582199
112,Female Yakuza Tale,1973.0,0,0,1,0.0003334576183896393,6,4,3391,0.054388133498145856
113,Cold Harvest,1999.0,0,0,2,0.0002457269904089303,8,2,1386,0.0457354758961681
114,100 Days Before the Command,1991.0,0,7,2,0.0001657134084080059,9,0,1361,0.05500618046971569
115,Micki + Maude,1984.0,0,4,2,0.0011859881189984739,8,2,345,0.07292954264524103
116,Sarah Brightman in Concert,1998.0,0,9,1,3.492978706639341e-05,7,2,782,0.046353522867737945
119,If These Walls Could Talk,1996.0,0,7,1,0.0017070918027912963,8,2,531,0.03893695920889988
120,Sasquatch Hunters,2005.0,0,0,0,0.00020186167641857584,8,2,1081,0.06118665018541409
121,Luther Vandross: Always and Forever,1994.0,0,6,2,3.6554428325295423e-06,8,2,1524,0.06551297898640296
122,Saturday Night Live: The Best of Chris Kattan,2003.0,0,4,1,8.001358200092443e-05,8,2,311,0.05315203955500618
123,Hell Mountain,1998.0,0,0,0,0.00010803864371698426,9,2,2461,0.05747836835599505
124,Saturday Night Live: The Best of Gilda Radner,2005.0,0,4,1,5.239468059959011e-05,8,2,3459,0.061804697156983925
125,Lennon Legend: The Very Best of John Lennon,2003.0,0,6,1,6.457949004135525e-05,8,2,3199,0.05624227441285537
126,In His Life: The John Lennon Story,2000.0,0,3,2,0.00025831796016542095,8,2,742,0.002472187886279357
127,Hard Ground,2003.0,0,10,2,0.00016002716400184886,8,2,1063,0.05933250927070457
128,Dangerous Liaisons,1988.0,0,7,1,0.027233861422974542,8,2,3241,0.05006180469715698
129,Sesame Street: Sing Yourself Silly!,1990.0,0,2,1,6.498565035608075e-06,8,0,1775,0.08467243510506797
130,Godsmack: Smack This!,2002.0,0,9,1,6.90472535033358e-06,8,2,1368,0.18974042027194066
131,The Legend of the 7 Golden Vampires,1974.0,0,0,2,0.0016490108777855491,7,0,3054,0.054388133498145856
132,Saturday Night Live: The Best of Jon Lovitz,2005.0,0,4,1,6.539181067080625e-05,8,2,309,0.05006180469715698
133,Mandela and de Klerk,1997.0,0,7,1,0.00023922842537332225,8,0,1820,0.060568603213844247
134,Cut and Run,1984.0,0,1,2,0.0008813678829543451,5,0,3058,0.08961681087762668
135,Ju-Rei: The Uncanny,2004.0,0,8,2,0.00018886454634735967,6,4,2021,0.05500618046971569
136,Modern Vampires,1998.0,0,4,2,0.0008001358200092442,8,2,2862,0.07787391841779974
137,Ghosts of Rwanda,2004.0,1,6,4,8.691830735125801e-05,10,1,1221,0.052533992583436336
138,Storefront Hitchcock,1998.0,0,6,1,0.00012184809441765141,8,2,1783,0.08899876390605685
141,The Rolling Stones Rock and Roll Circus,1996.0,0,6,1,0.0007940434152883617,7,2,2398,0.053770086526576014
142,Tremors 4: The Legend Begins,2004.0,0,0,2,0.005087970262566397,8,2,3070,0.05686032138442521
145,Bing feng qi xia,1990.0,0,1,1,5.280084091431561e-06,9,0,1352,0.052533992583436336
147,Afula Express,1997.0,0,4,1,7.676429948312039e-05,9,0,1854,0.02533992583436341
148,Hellhole Women,1981.0,0,0,2,0.0004195636051114463,9,0,1578,0.0710754017305315
149,The Sinful Nuns of Saint Valentine,1974.0,0,7,2,0.00025831796016542095,5,0,3149,0.044499381953028425
150,Tourfilm: R.E.M.,1990.0,0,6,4,7.107805507696332e-05,8,2,1605,0.055624227441285534
151,Essay,1987.0,0,10,2,8.935526923961103e-06,9,1,2261,0.05686032138442521
152,Jeans,1998.0,0,4,1,0.0013886621160465007,4,0,3069,0.05871446229913473
153,Third World Cop,1999.0,0,0,1,0.0001742427750172415,9,2,549,0.06674907292954263
154,The Little Girl Who Lives Down the Lane,1976.0,0,7,1,0.005789409126097343,0,0,2545,0.016069221260815822
155,9 Dead Gay Guys,2002.0,0,4,1,0.000604366548311551,7,2,2024,0.03584672435105068
156,Genesis: The Way We Walk - Live in Concert,1993.0,0,6,4,7.554581853894387e-05,7,2,1472,0.012978986402966625
158,Buried in the Sand: The Deception of America,2004.0,0,6,2,2.8431222030785328e-05,8,2,811,0.03893695920889988
159,Carmen,1984.0,0,7,1,0.0006202068005858457,1,0,1045,0.014215080346106303
160,Steal,2002.0,0,0,2,0.002374007039570575,1,2,1264,0.030284301606922123
161,Heartbeat,1993.0,0,4,2,0.0001482485148748092,8,2,2402,0.0173053152039555
162,In the Realm of the Senses,1976.0,0,7,1,0.007985924108132874,6,4,2502,0.08158220024721878
163,Pan Tadeusz: The Last Foray in Lithuania,1999.0,0,7,2,0.00133179967198493,9,0,174,0.10321384425216315
165,Wings of Desire,1987.0,0,7,1,0.02758275313332375,9,0,3621,0.03584672435105068
166,"Ebirah, Horror of the Deep",1966.0,0,0,2,0.0020888824986332708,6,4,1861,0.036464771322620514
167,Frank Lloyd Wright,1998.0,0,6,1,0.0003265528930393057,8,2,1923,0.034610630407911
168,Reign in Darkness,2002.0,0,0,0,0.00016733804966690793,9,2,809,0.1477132262051916
169,George Lopez: Why You Crying?,2004.0,0,6,1,2.0714176051000738e-05,10,2,2654,0.06427688504326327
171,My Favorite Martian,1999.0,0,4,2,0.00540030754459031,8,2,894,0.09394313967861556
173,"Barney's Colorful World, Live!",2004.0,0,10,1,1.056016818286312e-05,8,0,3274,0.06674907292954263
175,Millennium Actress,2001.0,0,2,1,0.01037698988092192,6,0,3111,0.030284301606922123
176,Les Misérables in Concert,1995.0,1,7,4,0.0009723477934528582,7,2,2646,0.054388133498145856
178,Love Can Seriously Damage Your Health,1996.0,0,4,1,0.0006705706796118082,9,0,2177,0.05315203955500618
179,Beyblade: The Movie - Fierce Battle,2002.0,0,2,2,0.0001543409195956918,6,4,3489,0.05006180469715698
180,Bean,1997.0,0,1,1,0.04103884436017972,7,2,2335,0.07045735475896167
181,Just for Kicks,2003.0,0,1,0,0.0005491287455088823,8,2,3331,0.05067985166872682
182,Rabbit-Proof Fence,2002.0,0,3,1,0.011433819019837683,9,0,2774,0.0037082818294190355
183,The Inner Tour,2001.0,0,6,1,4.6708436193433045e-05,9,0,14,0.06118665018541409
184,The Making of Fanny and Alexander,1984.0,0,6,1,0.0003659504435676797,9,0,1379,0.05500618046971569
189,Pink Narcissus,1971.0,0,7,1,0.0005519718677119608,8,0,1445,0.08652657601977749
192,The Return of Ruben Blades,1985.0,0,6,1,7.310885665059085e-06,7,2,2972,0.08714462299134733
194,The Matrix Revolutions,2003.0,0,0,1,0.18943113998640176,8,0,2027,0.11001236093943138
195,Princess Mononoke,1997.0,0,2,4,0.1480157850144715,6,4,1295,0.06551297898640296
198,George Carlin: Personal Favorites,1997.0,0,4,4,0.0003505163516081105,8,2,2991,0.06674907292954263
199,George Carlin: What Am I Doing in New Jersey?,1988.0,0,6,4,0.0007871386899380281,8,2,416,0.054388133498145856
200,Building the Great Pyramid,2002.0,0,6,1,6.498565035608076e-05,7,2,1792,0.05871446229913473
202,His Secret Life,2001.0,0,7,1,0.0036383840993110712,5,0,1041,0.08714462299134733
203,The Passion of Ayn Rand,1999.0,0,3,2,0.0006344224116012383,8,2,597,0.04202719406674907
204,Mission Kashmir,2000.0,0,0,1,0.002705027696071861,4,0,3537,0.061804697156983925
205,Primus Hallucino-Genetics Live 2004,2004.0,0,9,4,9.747847553412114e-06,8,2,405,0.019159456118665017
206,Broadway's Lost Treasures,2003.0,1,7,1,4.427147430508001e-05,8,2,551,0.061804697156983925
209,Nature Unleashed: Volcano,2005.0,0,0,0,0.00018642758445900666,9,2,2249,0.029666254635352284
210,Butterfly Kiss,1995.0,0,4,1,0.0007932310946589106,7,2,2428,0.07169344870210134
212,Avia Vampire Hunter,2005.0,0,0,0,2.8431222030785328e-05,8,2,2076,0.02595797280593325
213,The Prime of Miss Jean Brodie,1969.0,0,4,1,0.003599798869412148,7,0,3040,0.03584672435105068
214,From Mao to Mozart: Isaac Stern in China,1979.0,0,6,1,0.0001807413400528496,8,0,2496,0.05624227441285537
218,Young Einstein,1988.0,0,4,2,0.0035181606461523215,9,2,3637,0.05809641532756489
219,A Crime of Passion,2003.0,0,5,2,0.00011291256749369031,0,2,523,0.05006180469715698
223,The Strip Game,2005.0,0,6,2,3.289898549276588e-05,8,2,2345,0.11124845488257105
224,Rangeela,1995.0,0,4,1,0.003879643326258021,4,3,2816,0.05871446229913473
225,A Morbid Taste for Bones,1996.0,1,5,4,7.513965822421838e-05,7,2,2890,0.054388133498145856
226,New Waterford Girl,1999.0,0,4,1,0.0007197160776935943,0,2,127,0.06365883807169344
227,High and Low,1963.0,0,5,4,0.016050643317322495,6,4,60,0.02348578491965389
228,Bloody Mallory,2002.0,0,0,2,0.00046464740004597735,1,0,1856,0.05933250927070457
231,Winners & Sinners,1983.0,0,0,1,0.0019211382886516373,3,0,3089,0.002472187886279357
234,The Autobiography of Miss Jane Pittman,1974.0,0,7,1,0.0008102898278773818,8,2,1716,0.06983930778739184
235,Black Jack: The Movie,1996.0,0,2,1,0.00038016605458307236,6,4,2599,0.05933250927070457
236,"Jo Jo Dancer, Your Life Is Calling",1986.0,0,3,1,0.0007042819857340251,8,2,2883,0.05315203955500618
237,Dead Man's Curve,1998.0,0,7,2,0.0023374526112452795,8,2,688,0.018541409147095178
238,Shanghai Triad,1995.0,0,5,1,0.00220910595179202,1,0,3652,0.05747836835599505
239,The Scarlet and the Black,1983.0,0,7,1,0.0012241671885826711,8,0,1567,0.053770086526576014
241,House of Whipcord,1974.0,0,8,2,0.0006218314418447476,7,2,2689,0.14709517923362175
243,I Dood It,1943.0,0,10,1,0.00024004074600277327,8,2,3551,0.06674907292954263
247,Tokyo Raiders,2000.0,0,0,2,0.0010040282980014476,3,0,1620,0.0173053152039555
249,Jimmy Neutron: Attack of the Twonkies,2005.0,0,2,1,7.270269633586535e-05,8,2,1910,0.22126081582200247
251,Spooks and Creeps,2004.0,0,5,2,4.0616031472550474e-07,8,2,2383,0.0661310259579728
252,Torture Garden,1967.0,0,10,1,0.0010954143688146863,7,2,1084,0.05624227441285537
253,Bad Boy Bubby,1993.0,0,4,1,0.005391372017666349,9,2,3022,0.06242274412855376
254,The Leisure Hive: Part Two,1980.0,1,1,1,0.00014459307204227968,7,2,2122,0.05500618046971569
256,My Mother Likes Women,2002.0,0,4,1,0.0006539181067080625,9,0,705,0.013597033374536464
257,The Underground Comedy Movie,1999.0,0,4,3,0.0010763248340225876,8,2,3544,0.05315203955500618
258,Beware of a Holy Whore,1971.0,0,4,1,0.0008882726083046787,9,0,2807,0.061804697156983925
259,Rescue Heroes: The Movie,2003.0,0,2,2,6.0924047208825704e-05,0,2,3034,0.05747836835599505
260,Baazigar,1993.0,0,5,1,0.011005726048117,4,3,29,0.09765142150803459
261,Air Force One,2002.0,0,6,1,5.97055662646492e-05,8,2,2735,0.0661310259579728
262,Jim Brown: All American,2002.0,0,6,2,0.00014174994983920115,8,2,3215,0.060568603213844247
264,The Hellcats,1990.0,1,4,1,0.0001803351797381241,8,2,1601,0.05624227441285537
265,Cheyenne Warrior,1994.0,0,0,1,0.0001880522257179087,8,2,2231,0.054388133498145856
266,Dear Frankie,2004.0,0,7,1,0.008744225415725391,7,0,3178,0.0173053152039555
268,The Ricky Martin Video Collection,1999.0,0,10,2,4.833307745233506e-05,8,0,2554,0.05500618046971569
269,Return of the Chinese Boxer,1977.0,0,0,1,9.219839144268957e-05,9,0,1616,0.013597033374536464
271,Who Is Cletis Tout?,2001.0,0,4,1,0.0016656634506892949,8,2,567,0.060568603213844247
273,Saturday Night Live: The Best of Will Ferrell,2002.0,0,6,1,0.0010462689707329003,8,2,310,0.05067985166872682
274,Real Kung Fu of Shaolin,1980.0,0,0,2,4.873923776706056e-06,3,0,3640,0.06365883807169344
275,The Winter People,2003.0,0,7,1,1.1372488812314131e-05,8,2,1747,0.06489493201483311
276,"He Said, She Said",1991.0,0,4,2,0.0027582346973009024,8,2,1932,0.03584672435105068
277,In the Mood for Love,2000.0,0,7,4,0.05536858642401025,3,0,1880,0.03770086526576019
278,A Blonde in Love,1965.0,0,4,1,0.0033110188856423145,9,0,2465,0.04820766378244746
279,R.E.M.: Pop Screen,1990.0,0,10,1,1.1778649127039635e-05,8,2,1549,0.053770086526576014
280,Better Than Sex,2000.0,0,4,1,0.0008817740432690706,9,2,1793,0.06118665018541409
281,The Last Outpost,1951.0,0,10,2,0.00019739391295659528,8,2,2095,0.06798516687268231
282,Visitors of the Night,1995.0,0,10,2,0.00020429863830692885,0,2,1803,0.054388133498145856
283,Numbered Days,1994.0,0,5,1,0.0007944495756030871,9,0,1375,0.06365883807169344
284,Peter Jennings Reporting: The Kennedy Assassination - Beyond Conspiracy,2003.0,0,6,1,9.869695647829764e-05,8,2,2246,0.02595797280593325
287,The Hand that Rocks the Cradle,1992.0,0,7,1,0.016672474759167243,8,2,657,0.05933250927070457
288,When Dinosaurs Roamed America,2001.0,0,2,1,0.00017830437816449655,8,2,2781,0.05500618046971569
289,Coma,1978.0,0,7,1,0.007436389202309265,8,2,2367,0.05686032138442521
292,For the Moment,1993.0,0,10,2,0.00038097837521252335,0,2,25,0.054388133498145856
296,Cause célèbre,1987.0,0,5,1,5.97055662646492e-05,7,2,1701,0.06365883807169344
297,Whisper Kill,1988.0,0,7,2,6.173636783827672e-05,8,2,572,0.060568603213844247
298,44 Minutes: The North Hollywood Shoot-Out,2003.0,0,0,1,0.0021047227509075656,8,2,3674,0.04388133498145859
299,Roger & Me,1989.0,0,6,1,0.010639775604549321,8,2,2403,0.06365883807169344
300,Royal Deceit,1994.0,0,1,2,0.0008801494020101686,9,0,1093,0.012360939431396786
302,Man in a Cocked Hat,1959.0,0,4,1,0.0003220851295773252,7,2,3052,0.06798516687268231
303,Don't Tell Mom the Babysitter's Dead,1991.0,0,4,1,0.012781052783782183,8,2,3243,0.03337453646477132
304,Bagdad Cafe,1987.0,0,4,1,0.0053747194447626035,9,0,2683,0.053770086526576014
305,Indochine,1992.0,0,7,1,0.003955189144796964,1,0,3066,0.06798516687268231
307,A Slipping-Down Life,1999.0,0,7,1,0.0004455578652538786,8,2,3469,0.03584672435105068
308,Sherlock,2002.0,0,0,2,0.0004228128876292504,8,2,1218,0.060568603213844247
309,Widows' Peak,1994.0,0,4,1,0.0006795062065357694,7,0,1711,0.0488257107540173
310,Hot War,1998.0,0,10,2,0.00013484522448886757,3,0,1620,0.05315203955500618
311,Fantasy Mission Force,1983.0,0,0,2,0.000698595741327868,9,0,3651,0.049443757725587144
313,The Librarian: Quest for the Spear,2004.0,0,0,1,0.007859608250253242,8,0,2748,0.055624227441285534
314,Halloween,1978.0,0,8,1,0.09894146498776239,8,2,1673,0.10444993819530282
317,15 Minutes,2001.0,0,0,1,0.020104529418597757,8,0,1707,0.4796044499381953
318,The Phantom,1996.0,0,0,2,0.013517015274064797,9,2,3202,0.12669962917181704
319,End of the Century,2003.0,0,6,1,0.0015011685232254653,8,2,1589,0.1007416563658838
320,The Crawling Eye,1958.0,0,8,2,0.001595803876556508,7,0,2796,0.07601977750309022
321,A Perfect Candidate,1996.0,0,6,1,0.00010803864371698426,8,2,2798,0.014215080346106303
322,Gloria Estefan: Don't Stop,1998.0,0,6,1,7.71704597978459e-06,8,0,2478,0.054388133498145856
323,He Died with a Felafel in His Hand,2001.0,0,4,1,0.0014341520712957572,9,2,2876,0.05315203955500618
324,Man Ray: Prophet of the Avant Garde,1997.0,1,6,1,4.467763461980552e-05,8,2,2336,0.06365883807169344
325,The Spider Woman,1943.0,0,10,1,0.0017903546673100248,8,2,3056,0.03584672435105068
326,Care Bears: Journey to Joke-a-Lot,2004.0,0,2,2,0.00010519552151390572,8,2,2447,0.08652657601977749
327,Tokyo Drifter,1966.0,0,0,1,0.0033768168566278463,6,0,3142,0.06983930778739184
328,The Valley (Obscured by Clouds),1972.0,0,7,1,0.0005186667219044695,1,0,261,0.04820766378244746
329,Boyz n the Hood,1991.0,0,5,1,0.05391940642106965,8,2,1746,0.0173053152039555
330,A Single Girl,1995.0,0,7,1,0.000688847893774456,1,0,294,0.055624227441285534
331,Don Henley: Live Inside Job,2000.0,0,6,4,3.046202360441285e-05,8,2,2055,0.030902348578491966
332,Salem Witch Trials,2003.0,1,6,1,1.2184809441765142e-06,10,1,1470,0.054388133498145856
335,Look Back in Anger,1959.0,0,7,1,0.001509697889834701,7,2,3483,0.08405438813349814
336,Dracula vs. Frankenstein,1971.0,0,8,0,0.0008188191944866174,8,2,64,0.05933250927070457
337,We Know Where You Live,2001.0,0,4,1,6.579797098553176e-05,7,2,834,0.012360939431396786
338,Spies,1928.0,0,10,1,0.001385818993843422,2,0,1091,0.05747836835599505
339,The Scarlet Claw,1944.0,0,5,1,0.0020458295052723672,8,2,3056,0.014215080346106303
340,Eyes Without a Face,1960.0,0,7,1,0.011935427008523682,1,0,1172,0.019159456118665017
341,The Mouse That Roared,1959.0,0,4,1,0.003490135584436262,7,0,1406,0.06489493201483311
342,On Cukor,2000.0,1,6,1,6.173636783827672e-05,8,2,2983,0.05995055624227441
344,Tiger Bay,1959.0,0,5,1,0.0011092238195153535,7,0,1399,0.03584672435105068
345,Marlene Dietrich: Her Own Song,2001.0,0,6,1,0.00014459307204227968,2,0,799,0.11001236093943138
346,Predator Island,2005.0,0,0,0,0.00017667973690559455,8,2,605,0.054388133498145856
347,Bill Cosby: Himself,1983.0,0,6,4,0.001429278147519051,8,2,321,0.06860321384425215
348,Cry of the Cat: Part 2,1998.0,1,10,2,0.00021282800491616446,0,2,3032,0.054388133498145856
350,Return to a Better Tomorrow,1994.0,0,0,2,0.00011819265158512187,3,0,1619,0.0173053152039555
351,Tupac: Resurrection,2003.0,0,6,1,0.0037939434998509394,8,2,2050,0.05995055624227441
352,"Niagara: Miracles, Myths and Magic",1986.0,0,6,2,5.767476469102167e-05,8,2,1979,0.029666254635352284
353,Cirque du Soleil: Baroque Odyssey,1994.0,0,6,1,1.4621771330118169e-05,0,0,1516,0.06860321384425215
354,Incident at Oglala,1992.0,0,6,1,0.0004589611556398203,8,2,2349,0.030902348578491966
355,Mansfield Park,1999.0,0,4,1,0.009350216605295844,7,2,2622,0.1056860321384425
356,La Ciénaga,2001.0,0,4,1,0.002541345089237483,9,0,2129,0.052533992583436336
357,If We Had No Moon,1999.0,0,6,1,4.5083794934531024e-05,8,2,2278,0.0519159456118665
358,Enduring Love,2004.0,0,7,1,0.004159893943418619,7,2,3010,0.1118665018541409
360,La séparation,1994.0,0,7,1,0.000436216178015192,1,0,576,0.05624227441285537
361,Stoked: The Rise and Fall of Gator,2002.0,0,6,1,0.00043905930021827054,8,2,1298,0.06674907292954263
362,Dragon Ball: The Magic Begins,1991.0,0,0,2,0.0004622104381576243,9,0,611,0.03584672435105068
363,Invitation to Hell,1984.0,0,8,2,0.0006198006402711201,8,2,3586,0.22126081582200247
364,Devil in the Flesh 2,2000.0,0,8,2,0.0005588765930622944,0,2,2198,0.032138442521631644
365,Rush in Rio,2003.0,0,6,4,0.0003241159311509527,9,0,692,0.052533992583436336
366,Elvis by the Presleys,2005.0,0,6,1,0.00012266041504710242,8,2,2921,0.0173053152039555
367,My Dream Girl,2003.0,0,4,2,0.0001222542547323769,3,0,3564,0.046353522867737945
369,Seven Samurai,1954.0,0,0,4,0.1334983968852378,6,4,60,0.10383189122373299
370,Elvis Costello and the Imposters: Live in Memphis,2005.0,0,6,4,1.9901855421549728e-05,8,2,2351,0.03584672435105068
371,Zakhm,1998.0,0,7,1,0.0012574723343901626,4,3,2156,0.05747836835599505
373,A Love Divided,1999.0,0,3,1,0.00014012530858029912,7,2,3330,0.029666254635352284
374,Sharpe's Enemy,1994.0,1,0,1,0.001073481711819509,7,2,3447,0.05686032138442521
375,The Mating Habits of the Earthbound Human,1999.0,0,4,1,0.0025291602797957178,8,2,1527,0.049443757725587144
376,Gloria Estefan: The Evolution Tour,1996.0,0,9,1,1.3809450700667159e-05,8,2,782,0.05006180469715698
377,Cup Final,1991.0,0,7,1,7.83889407420224e-05,9,0,986,0.013597033374536464
