,title,year,kind,genre,rating,vote,country,language,director,runtime
4385,Bushisms,2004.0,0,6,1,2.8837382345510835e-05,8,2,967,0.040173053152039555
4386,Father of the Bride,1991.0,0,4,1,0.02930649750901879,8,2,517,0.05686032138442521
4387,Running Brave,1983.0,0,3,1,0.0002830937393636767,0,2,895,0.0519159456118665
4389,Indian,1996.0,0,0,4,0.00475694960606511,4,0,3069,0.02533992583436341
4391,Target of Opportunity,2005.0,0,0,0,9.260455175741508e-05,9,2,714,0.05871446229913473
4394,The Pact of Silence,2003.0,0,7,2,0.000392757024339563,1,0,1216,0.06427688504326327
4395,Wetherby,1985.0,0,7,1,0.0006376716941190423,7,2,761,0.0519159456118665
4396,The Man from Elysian Fields,2001.0,0,7,1,0.0017091226043649238,8,2,1152,0.06489493201483311
4397,Godzilla and Other Movie Monsters,1998.0,0,6,1,2.680658077188331e-05,8,2,2985,0.09208899876390604
4398,The Audrey Hepburn Story,2000.0,0,3,2,0.0010028098170572711,8,0,3303,0.0457354758961681
4399,New Alcatraz,2001.0,0,0,0,0.0006868170922008284,8,2,2772,0.05871446229913473
4400,Mambo Italiano,2003.0,0,4,1,0.0026473529313808396,0,0,3694,0.06489493201483311
4401,Bee Gees: One Night Only,1997.0,0,9,4,0.00020267399704802685,8,2,2420,0.10259579728059331
4402,Visible Secret,2001.0,0,10,2,0.0001559655608545938,3,0,194,0.06427688504326327
4403,Charlie Chan in the Chinese Cat,1944.0,0,10,1,0.0005454733026763528,8,2,2756,0.0173053152039555
4404,Greenmail,2002.0,0,0,2,0.00014012530858029912,0,2,1786,0.02657601977750309
4405,Inside Pink Floyd: A Critical Review 1975-1996,2004.0,0,6,2,1.1372488812314131e-05,9,2,350,0.05067985166872682
4406,Colosseum: A Gladiator's Story,2003.0,0,6,1,0.00010113391836665067,7,0,3414,0.061804697156983925
4407,Rudolph and Frosty's Christmas in July,1979.0,0,2,1,0.0008821802035837962,8,2,1842,0.06427688504326327
4408,Carrington,1995.0,0,3,1,0.00216483447748694,7,2,590,0.24598269468479603
4409,Galerians: Rion,2004.0,0,2,2,6.05178868941002e-05,6,4,2291,0.053770086526576014
4410,Vampyres,1974.0,0,8,1,0.0014207487809098154,7,2,1832,0.055624227441285534
4411,God of Gamblers Part III: Back to Shanghai,1991.0,0,4,1,0.0008898972495635808,3,0,1619,0.06427688504326327
4412,Attack of the 50 Ft. Woman,1993.0,0,4,0,0.0012067022950494745,8,2,589,0.05006180469715698
4413,The Kids Are Alright,1979.0,0,6,4,0.0014918268359867789,7,2,1540,0.05006180469715698
4415,Pyaasa,1957.0,0,7,4,0.002447522056535891,4,3,1247,0.06489493201483311
4416,Gloria Estefan: Everlasting Gloria,1995.0,0,6,1,1.3403290385941655e-05,8,0,1939,0.05500618046971569
4417,Sorcery and Chips,1999.0,1,1,1,4.467763461980552e-06,10,1,3227,0.06674907292954263
4418,Thirteen Conversations About One Thing,2001.0,0,7,1,0.0044413630415233935,8,0,1583,0.07601977750309022
4419,Kung Fu Hustle,2004.0,0,0,1,0.0538548269310283,3,0,3236,0.0173053152039555
4420,Mad Max Beyond Thunderdome,1985.0,0,0,1,0.05327320536034137,9,2,1160,0.030284301606922123
4422,The Seven Year Itch,1955.0,0,4,1,0.014987721773685849,8,2,341,0.054388133498145856
4423,Butterfly and Sword,1993.0,0,0,2,0.00047398908728466394,3,0,2399,0.06118665018541409
4424,Close Your Eyes,2002.0,0,5,1,0.0012534107312429075,7,0,2543,0.05129789864029666
4427,The Governess,1998.0,0,7,1,0.0012091392569378275,7,2,3092,0.060568603213844247
4428,The Sixth Man,1997.0,0,4,2,0.002318363076453181,8,2,2823,0.004944375772558714
4429,Sweet Revenge,2001.0,0,10,0,4.6708436193433045e-05,8,0,1208,0.07540173053152038
4431,Tonka Tough Truck Adventures: The Biggest Show on Wheels,2004.0,0,0,2,1.2590969756490645e-05,8,2,823,0.12237330037082816
4432,The Adventures of Tom Thumb & Thumbelina,2002.0,0,2,2,0.0002534440363887149,8,2,1196,0.054388133498145856
4434,"Never Mind the Sex Pistols, Here's the Bollocks",1978.0,0,10,1,4.873923776706056e-06,8,2,659,0.030284301606922123
4435,Night of the Living Dummy III: Part 2,1997.0,1,10,4,0.000259942601424323,0,2,3434,0.06798516687268231
4436,Shaolin vs. Evil Dead,2004.0,0,0,2,0.00014378075141282867,3,0,920,0.05624227441285537
4437,The Kung Fu Scholar,1994.0,0,0,2,6.011172657937469e-05,3,0,2573,0.05686032138442521
4439,Bicycle Thieves,1948.0,0,7,4,0.06316442750485159,5,0,3555,0.019777503090234856
4440,Highlander: Endgame,2000.0,0,0,2,0.008113052286641958,7,0,912,0.06365883807169344
4441,Tom and Jerry Blast Off to Mars!,2005.0,0,2,1,0.0008106959881921073,8,2,327,0.08096415327564893
4442,VeggieTales: King George and the Ducky,2000.0,0,2,1,0.00022582513498738062,8,1,2455,0.06242274412855376
4443,The Power of Kroll: Part Three,1979.0,1,1,1,0.00014012530858029912,7,2,2576,0.06736711990111247
4444,Ali Zaoua: Prince of the Streets,2000.0,0,7,1,0.0010901342847232547,9,0,2498,0.07911001236093942
4445,Shag,1988.0,0,4,1,0.0016904392298875506,7,2,3682,0.054388133498145856
4446,Garden of Death,2000.0,1,5,1,0.0003119311217091876,7,2,2738,0.05747836835599505
4448,The Last Vampyre,1993.0,1,5,1,0.00047480140791411493,7,2,3432,0.09270704573547588
4450,Noam Chomsky: Distorted Morality,2003.0,0,6,1,0.00020145551610385032,8,2,1713,0.05315203955500618
4451,Shivers,1975.0,0,8,1,0.008093150431220407,0,0,746,0.052533992583436336
4452,Fifteen and Pregnant,1998.0,0,7,2,0.0009410734492189943,8,2,3081,0.03584672435105068
4453,L'Atalante,1934.0,0,4,1,0.006180135348863279,1,0,1507,0.08529048207663781
4454,Shepherd,1998.0,0,0,0,0.00019739391295659528,0,2,2712,0.030284301606922123
4455,Crossworlds,1996.0,0,0,2,0.00116283698105912,8,2,2002,0.008034610630407911
4456,Quackser Fortune Has a Cousin in the Bronx,1970.0,0,4,1,0.00025791179985069543,9,2,3576,0.06118665018541409
4459,The Adventures of Sharkboy and Lavagirl 3-D,2005.0,0,0,0,0.014382949065059573,8,2,2976,0.055624227441285534
4460,The Millionairess,1960.0,0,4,2,0.0007164667951757903,7,2,205,0.08220024721878862
4462,Before Stonewall,1984.0,0,6,1,0.00042321904794397584,8,2,1239,0.055624227441285534
4463,Dream Theater: Metropolis 2000 - Scenes from New York,2001.0,0,6,4,0.000216483447748694,8,2,2459,0.03584672435105068
4466,Shaolin Invincible Sticks,1978.0,0,0,2,3.411746643694239e-05,9,0,3502,0.052533992583436336
4467,Slipknot: Welcome to Our Neighborhood,1999.0,0,10,1,0.00015799636242822131,8,2,3408,0.03584672435105068
4468,Last Stand at Saber River,1997.0,0,0,1,0.0007294639252470064,8,2,864,0.07292954264524103
4469,The Doors Are Open,1968.0,0,6,1,8.448134546290498e-05,7,2,1743,0.04820766378244746
4470,Doing Hard Time,2004.0,0,0,2,0.0005873078150930797,8,2,2793,0.06365883807169344
4471,The Tale of Tsar Saltan,1984.0,0,2,1,0.00029446622817599086,9,0,1394,0.11310259579728058
4472,The First Emperor of China,1990.0,0,6,1,3.5742107695844414e-05,0,2,3478,0.05747836835599505
4473,Slayers: The Book of Spells,1996.0,0,2,1,9.50415136457681e-05,8,0,1336,0.06674907292954263
4475,Ponette,1996.0,0,7,1,0.0017765452166093577,1,0,1430,0.0630407911001236
4477,Crocodile Dundee,1986.0,0,0,1,0.040079899857112807,9,2,2704,0.04511742892459827
4478,Landspeed: CKY,1999.0,0,4,1,0.000995498931392212,8,2,256,0.030902348578491966
4479,Body Chemistry 4: Full Exposure,1995.0,0,7,2,0.00019983087484494832,8,2,1613,0.08158220024721878
4480,Black Sabbath: The Last Supper,1999.0,0,6,1,0.00018439678288537914,8,2,1523,0.02595797280593325
4481,Woman in the Moon,1929.0,0,1,1,0.0013403290385941655,2,0,1091,0.03893695920889988
4483,Sister Helen,2002.0,0,6,1,0.00010641400245808223,8,2,2837,0.06674907292954263
4485,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972.0,0,4,1,0.015875994381990527,8,0,3629,0.06983930778739184
4488,Bertie and Elizabeth,2002.0,0,3,1,0.00024938243324145983,7,2,1182,0.06489493201483311
4489,Norah Jones & the Handsome Band: Live in 2004,2004.0,0,6,1,2.964970297496184e-05,7,2,1277,0.12422744128553768
4490,Sting of the Black Scorpion,2002.0,0,0,1,8.935526923961103e-05,8,2,1260,0.014215080346106303
4491,One Million Years B.C.,1966.0,0,1,2,0.0033248283363429814,7,0,877,0.054388133498145856
4492,The Cockettes,2002.0,0,6,1,0.00023232370002298868,8,2,333,0.03275648949320148
4493,Painted in Blood,2003.0,1,5,4,0.0002883738234551083,7,2,3104,0.060568603213844247
4494,Wild Things: Diamonds in the Rough,2005.0,0,5,2,0.0019524126328855011,8,2,1495,0.05747836835599505
4495,Aerosmith: The Making of Pump,1990.0,0,6,1,5.401932185849213e-05,8,2,2270,0.03584672435105068
4496,Don King: Only in America,1997.0,0,3,1,0.0005146051187572145,8,2,1707,0.05809641532756489
4497,Vengo,2000.0,0,10,1,0.0011445597668964724,9,0,3474,0.060568603213844247
4498,The Looking Glass War,1970.0,0,0,2,0.0004516502699747612,7,0,1062,0.06922126081582199
4500,16 December,2002.0,0,0,1,0.0005137927981277634,4,3,2169,0.06798516687268231
4501,"Mary, Mother of Jesus",1999.0,0,7,2,0.0005190728822191949,8,2,1962,0.05315203955500618
4502,The Legend of Sleepy Hollow,1980.0,0,4,1,0.00027375205212499013,8,2,1301,0.0519159456118665
4504,Zero Woman: The Accused,1997.0,0,5,2,2.680658077188331e-05,6,4,668,0.0630407911001236
4505,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,1993.0,0,3,1,0.0005418178598438232,8,2,2415,0.05809641532756489
4507,Better Living Through Circuitry,1999.0,0,6,1,0.00017546125596141804,8,2,1771,0.07045735475896167
4508,Bay of Angels,1963.0,0,7,1,0.0013862251541581477,1,0,1429,0.054388133498145856
4509,Besieged,1998.0,0,7,1,0.0019800315342868354,5,0,300,0.06922126081582199
4510,No Direction Home: Bob Dylan,2005.0,1,6,4,0.0047126781317600305,7,2,2269,0.07354758961681086
4511,To Dance with the White Dog,1993.0,0,7,1,0.00022379433341375307,8,2,1198,0.0457354758961681
4515,Cruel and Unusual,2001.0,0,7,2,0.00031111880107973655,0,2,1159,0.012978986402966625
4516,Bruce Springsteen & the E Street Band: Live in Barcelona,2003.0,0,6,4,0.0001726181337583395,8,2,558,0.05624227441285537
4517,Music from Another Room,1998.0,0,4,1,0.002027146130794994,8,2,525,0.055624227441285534
4518,A Saintly Switch,1999.0,1,1,2,0.00016246412589020188,8,2,2690,0.060568603213844247
4520,Since Otar Left,2003.0,0,7,1,0.0010450504897887237,1,0,1850,0.027194066749072928
4521,Khartoum,1966.0,0,0,1,0.0028886121583277893,7,2,272,0.054388133498145856
4523,Arthur's Quest,1999.0,0,1,2,0.00014621771330118168,8,2,2517,0.11001236093943138
4524,Tail Lights Fade,1999.0,0,4,2,0.0003224912898920507,0,2,2163,0.043263288009888747
4526,Au Pair Girls,1972.0,0,4,2,0.00029081078534346134,7,2,3515,0.05129789864029666
4527,Sally of the Sawdust,1925.0,0,4,1,0.0002152649668045175,8,2,666,0.05624227441285537
4528,Shriek If You Know What I Did Last Friday the Thirteenth,2000.0,0,4,0,0.0043775958721114895,8,2,1663,0.0914709517923362
4529,Friday the 13th Part VII: The New Blood,1988.0,0,8,2,0.014112852455767112,8,2,1672,0.05006180469715698
4530,Ayurveda: Art of Being,2001.0,0,6,1,0.00017871053847922207,4,0,2610,0.060568603213844247
4531,The Edge of the World,1937.0,0,7,1,0.000696971100068966,7,2,2410,0.030902348578491966
4532,Bravo Two Zero,1999.0,0,0,1,0.0016181426938664109,9,0,3447,0.12237330037082816
4533,Stomp Out Loud,1997.0,0,9,4,0.00023963458568804777,7,0,2140,0.0710754017305315
4536,Iron Eagle on the Attack,1995.0,0,0,0,0.0005292268900873326,0,2,3189,0.05129789864029666
4539,And the Band Played On,1993.0,0,7,1,0.004014894711061614,8,0,3014,0.0945611866501854
4540,Pinjar,2003.0,0,7,1,0.0010974451703883138,4,0,495,0.06674907292954263
4541,Minsaara Kanavu,1997.0,0,4,1,0.0004609919572134478,4,0,2811,0.08838071693448701
4543,Las Vegas Season End Spectacular,2001.0,1,4,2,2.8431222030785328e-06,8,2,847,0.05933250927070457
4544,La répétition,2001.0,0,7,2,0.0004630227587870753,1,0,487,0.030284301606922123
4545,But Forever in My Mind,1999.0,0,4,1,0.0006474195416724545,5,0,1096,0.013597033374536464
4546,Strictly Sinatra,2001.0,0,7,2,0.000215671127119243,7,2,2692,0.07911001236093942
4547,When Will I Be Loved,2004.0,0,7,2,0.0013553569702390092,8,0,1469,0.09579728059332508
4548,A Man Called Hero,1999.0,0,0,2,0.000786326369308577,3,0,159,0.1365883807169345
4549,The Howlin' Wolf Story,2003.0,0,6,1,6.295484878245322e-05,8,2,884,0.030284301606922123
4552,Aria,1987.0,0,4,2,0.0011140977432920595,7,0,2933,0.05686032138442521
4553,Bulldog Drummond's Secret Police,1939.0,0,10,1,0.00021485880648979198,8,2,1464,0.05747836835599505
4554,Heroic Duo,2003.0,0,0,2,0.0003375192215368944,3,0,293,0.02348578491965389
4556,Cubbyhouse,2001.0,0,4,0,0.0003627011610498757,9,2,2495,0.054388133498145856
4558,America: A Tribute to Heroes,2001.0,0,6,1,0.000395193986227916,8,2,1645,0.04697156983930778
4559,The Two Doctors: Part One,1985.0,1,1,1,0.0001734304543877905,7,0,2726,0.12051915945611864
4561,Love Comes Softly,2003.0,0,7,1,0.0024930120117851477,8,2,2394,0.05995055624227441
4562,The Rock - The People's Champ,2000.0,0,0,1,2.680658077188331e-05,8,2,1964,0.044499381953028425
4563,Masti,2004.0,0,4,1,0.002534034203572424,4,3,1378,0.02595797280593325
4564,Destiny in Space,1994.0,0,6,1,0.0001380945070066716,0,2,283,0.06860321384425215
4565,Stepmom,1998.0,0,4,1,0.025932523774594023,8,2,552,0.053770086526576014
4566,Bed & Board,1970.0,0,4,1,0.003655848992844268,1,0,1070,0.05871446229913473
4567,The Rats,2002.0,0,7,2,0.0008440011339995987,8,2,1717,0.0519159456118665
4568,Senseless,1998.0,0,4,1,0.006509531364105663,8,2,2679,0.05809641532756489
4569,The Peeping,2002.0,0,10,2,8.001358200092443e-05,3,0,2195,0.02595797280593325
4570,Hellraiser: Hellseeker,2002.0,0,8,2,0.0048008149200554654,8,2,2895,0.20580964153275647
4571,The All New Adventures of Laurel & Hardy in 'for Love or Mummy',1999.0,0,4,2,0.00018602142414428114,8,2,1734,0.08405438813349814
4572,Loaded Weapon 1,1993.0,0,0,1,0.01920610280242494,8,2,1136,0.05686032138442521
4573,Marianne Faithfull: Dreaming My Dreams,2000.0,0,6,4,1.827721416264771e-05,8,2,2364,0.008034610630407911
4574,The Keys to the House,2004.0,0,7,1,0.0009556952205491125,5,0,1178,0.06489493201483311
4576,Dig!,2004.0,0,6,1,0.002501947538709109,8,2,2595,0.06365883807169344
4577,Stiff Upper Lips,1997.0,0,4,1,0.0004264683304617799,7,0,1123,0.06551297898640296
4578,Dracula A.D. 1972,1972.0,0,8,2,0.0024597068659776566,7,0,73,0.05624227441285537
4581,School of Rock,2003.0,0,4,1,0.11737586319220887,8,2,2874,0.06242274412855376
4582,Revolutionary Girl Utena: The Movie,1999.0,0,2,1,0.0005856831738341778,6,0,2006,0.0173053152039555
4584,Fear X,2003.0,0,10,2,0.0030003062448773032,9,2,2549,0.020395550061804695
4586,Lips of Blood,1975.0,0,8,2,0.000612489754606061,1,0,1505,0.07911001236093942
4587,Stardom,2000.0,0,7,2,0.0006953464588100641,1,0,849,0.05500618046971569
4588,Hard to Die,1990.0,0,0,2,0.0004845492554675271,8,2,1613,0.11619283065512977
4589,Bill Monroe: Father of Bluegrass Music,1993.0,0,6,1,1.4215611015392662e-05,8,2,3270,0.11001236093943138
4590,"The Best of Chappelle's Show: Season 2, Volume 1",2004.0,1,4,1,6.336100909717873e-05,10,1,2513,0.03584672435105068
4591,The Androids of Tara: Part One,1978.0,1,1,1,0.00016368260683437838,7,2,2384,0.054388133498145856
4592,Epoch: Evolution,2003.0,0,0,2,0.0002587241204801465,8,0,1370,0.03893695920889988
4593,The Discreet Charm of the Bourgeoisie,1972.0,0,4,1,0.016609519910384788,1,0,2132,0.060568603213844247
4594,800 Bullets,2002.0,0,0,1,0.0017830437816449658,9,0,3691,0.05624227441285537
4595,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,2001.0,0,2,2,0.0008342532864461866,8,2,3616,0.05500618046971569
4597,Beethoven's 5th,2003.0,0,4,2,0.0013001191674363406,8,2,2231,0.22126081582200247
4599,Contempt,1963.0,0,7,1,0.012382203354721736,1,0,1514,0.06365883807169344
4600,Sgt. Kabukiman N.Y.P.D.,1990.0,0,0,2,0.0011733971492419832,6,2,2385,0.04511742892459827
4602,Tell Me No Lies,2001.0,0,7,0,7.83889407420224e-05,8,2,983,0.16316440049443756
4603,Tess,1979.0,0,7,1,0.006514405287882369,7,2,3024,0.04511742892459827
4605,Go Tigers!,2001.0,0,6,1,0.00033183297713073733,8,2,1947,0.060568603213844247
4606,Fist of Fury,1972.0,0,0,1,0.011662487277028143,3,0,3581,0.021013597033374534
4607,Daria in 'Is It Fall Yet?',2000.0,0,2,4,0.0015689972957846248,8,2,1883,0.06983930778739184
4609,A Man Escaped,1956.0,0,7,4,0.008364465521457044,1,0,2937,0.055624227441285534
4610,Godzilla 2000: Millennium,1999.0,0,0,1,0.0033049264809214317,6,4,3349,0.060568603213844247
4613,"Count Yorga, Vampire",1970.0,0,7,2,0.0009959050917069377,8,2,354,0.054388133498145856
4615,I Love Lucy's 50th Anniversary Special,2001.0,0,4,1,7.229653602113984e-05,8,2,1125,0.03955500618046971
4616,Mastering the Beasts,2003.0,1,6,1,8.123206294510095e-07,10,1,2781,0.04820766378244746
4617,For a Lost Soldier,1992.0,0,7,1,0.0017936039498278288,9,0,3001,0.06242274412855376
4618,Tokyo Story,1953.0,0,7,4,0.02335056265388399,6,0,3646,0.05067985166872682
4619,Akira,1988.0,0,2,1,0.07062843560856219,6,4,1896,0.06242274412855376
4622,Full Metal gokudô,1997.0,0,4,2,0.0007270269633586533,6,4,3351,0.05067985166872682
4623,Woyzeck,1979.0,0,7,1,0.0038166884774755677,9,0,3585,0.08776266996291716
4624,Zatoichi at Large,1972.0,0,7,1,0.00037285516891801326,6,4,1903,0.053770086526576014
4625,Flickering Lights,2000.0,0,0,1,0.008530991250494502,9,0,144,0.049443757725587144
4629,Ms .45,1981.0,0,5,1,0.003897514380105943,8,2,33,0.04820766378244746
4633,Smiles of a Summer Night,1955.0,0,4,1,0.005320293962589385,9,0,1379,0.07663782447466005
4634,Twinkle Twinkle Lucky Stars,1985.0,0,0,1,0.0015369106309213098,3,0,3089,0.05686032138442521
4635,Ghost Lake,2004.0,0,8,0,0.0007262146427292023,8,2,1497,0.05871446229913473
4636,Cheap Killers,1998.0,0,0,2,3.5742107695844414e-05,3,0,618,0.03584672435105068
4638,Hanzo the Razor: The Snare,1973.0,0,0,1,0.0004650535603607028,6,4,3649,0.022249690976514212
4639,Meat Market,2000.0,0,0,0,0.00011616185001149434,0,2,393,0.046353522867737945
4640,Joe Satriani: Live in San Francisco,2002.0,0,9,4,6.254868846772773e-05,8,2,2627,0.044499381953028425
4641,Carlita's Secret,2004.0,0,0,0,0.00012631585787963197,8,2,1149,0.05500618046971569
4643,Abra Catastrophe!,2003.0,1,2,1,0.0002705027696071861,8,2,450,0.05809641532756489
4644,Python 2,2002.0,0,0,0,0.0004760198888582915,8,2,2060,0.054388133498145856
4645,Ran,1985.0,0,0,4,0.04844720850077293,6,4,60,0.05500618046971569
4646,The Last Emperor,1987.0,0,3,1,0.04001085260360947,7,0,300,0.032138442521631644
4647,Meat Loaf: Live with the Melbourne Symphony Orchestra,2004.0,0,9,4,3.614826801056992e-05,9,2,2420,0.0772558714462299
4648,Gimme Some Truth: The Making of John Lennon's Imagine Album,2000.0,0,6,1,0.00017667973690559455,7,2,166,0.0173053152039555
4649,Lone Wolf and Cub: White Heaven in Hell,1974.0,0,0,1,0.0014971069200782105,6,4,3663,0.09641532756489492
4650,William Joyce's Rolie Polie Olie: The Baby Bot Chase,2003.0,0,2,1,2.5588099827706793e-05,0,2,3033,0.046353522867737945
4652,You Must Remember This,1992.0,1,4,4,4.589611556398203e-05,7,2,3332,0.02348578491965389
4654,Mom's Outta Sight,1998.0,0,4,0,5.0363879025962586e-05,8,2,1079,0.15018541409147096
4656,Abhimaan,1973.0,0,7,1,0.0011039437354239219,4,3,1350,0.012360939431396786
4658,Darkman III: Die Darkman Die,1996.0,0,0,2,0.0015344736690329568,8,2,377,0.04264524103831891
4659,Alexander,2004.0,0,0,2,0.06741570751908345,8,2,2590,0.0661310259579728
4662,You Only Live Until You Die,1997.0,0,4,2,2.680658077188331e-05,8,2,3023,0.030902348578491966
4664,Samurai Shodown: The Motion Picture,1994.0,0,2,2,6.376716941190424e-05,6,4,1332,0.04511742892459827
4665,The SpongeBob SquarePants Movie,2004.0,0,2,1,0.034422492833301246,8,2,3244,0.05747836835599505
4666,The 4th Man,1983.0,0,7,1,0.003039297635090952,9,0,2667,0.044499381953028425
4667,Roti Kapada Aur Makaan,1974.0,0,0,1,0.0003123372820239131,4,3,2173,0.052533992583436336
4670,Second Skin,2000.0,0,10,2,0.0003720428482885623,0,2,721,0.05315203955500618
4671,Egg Hunt,2003.0,1,2,2,4.0616031472550474e-06,10,1,1309,0.05686032138442521
4673,The Stöned Age,1994.0,0,4,1,0.0019268245330577942,8,2,1460,0.05809641532756489
4674,Pola X,1999.0,0,7,2,0.0019243875711694412,1,0,2080,0.0519159456118665
4675,LeapFrog: Talking Words Factory II - Code Word Caper,2004.0,0,2,1,1.0154007868137617e-05,8,2,3050,0.049443757725587144
4677,Don't Touch the White Woman!,1974.0,0,4,1,0.0003387377024810709,1,0,2192,0.012360939431396786
4678,The House with Laughing Windows,1976.0,0,8,1,0.0020405494211809356,5,0,2795,0.05315203955500618
4681,Eating Well for Optimum Health,2000.0,0,10,1,6.09240472088257e-06,8,2,357,0.054388133498145856
4682,Sesame Street: Do the Alphabet,1996.0,0,10,1,6.90472535033358e-06,8,2,1691,0.022249690976514212
4684,The Thing with Two Heads,1972.0,0,4,2,0.0010117453439812323,8,2,2063,0.07849196538936958
4687,Shoah,1985.0,0,6,4,0.003667221481656582,1,0,624,0.07292954264524103
4689,Rated 'R': Republicans in Hollywood,2004.0,0,6,2,9.544767396049361e-05,8,2,1574,0.07292954264524103
4692,City of M,2000.0,0,5,1,0.00010803864371698426,9,0,1031,0.0741656365883807
4693,Baby Einstein: Numbers Nursery,2003.0,0,10,1,2.2744977624628262e-05,8,2,1596,0.08714462299134733
4694,The Iceman Confesses: Secrets of a Mafia Hitman,2001.0,0,6,1,0.000564156677153726,8,2,233,0.05747836835599505
4696,Blackball,2003.0,0,4,2,0.0016685065728923735,7,2,2335,0.05809641532756489
4697,Jimi Hendrix: Electric Ladyland,1997.0,1,6,1,0.00012712817850908298,8,2,3012,0.05500618046971569
4700,Alice in Chains,1996.0,1,6,4,0.000303401755099952,8,2,1637,0.04511742892459827
4701,First Shot,2002.0,0,0,2,0.00017546125596141804,0,2,224,0.05809641532756489
4702,High Lonesome: The Story of Bluegrass Music,1992.0,0,6,1,5.0770039340688086e-05,8,2,2799,0.054388133498145856
4704,Fantastic Planet,1973.0,0,2,1,0.01140335699623327,1,0,2844,0.054388133498145856
4706,Shikoku,1999.0,0,8,2,0.0002786259759016962,6,4,3180,0.06860321384425215
4707,Earthly Possessions,1999.0,0,5,1,0.0005808092500574716,8,2,1458,0.054388133498145856
4709,Dead & Breakfast,2004.0,0,4,2,0.0023947212156215755,8,0,2312,0.05809641532756489
4710,Dil,1990.0,0,4,1,0.0020848208954860155,4,3,1378,0.038318912237330034
4711,Saturday Night Live: The Best of Christopher Walken,2004.0,0,4,1,0.0004853615760969781,8,2,308,0.052533992583436336
4712,Nights of Cabiria,1957.0,0,7,4,0.018644789247474293,5,0,1030,0.060568603213844247
4713,The Keeper of Time,2004.0,0,1,0,4.589611556398203e-05,8,2,2948,0.03584672435105068
4714,The Brain That Wouldn't Die,1993.0,1,4,1,0.00025466251733289143,8,2,3494,0.10692212608158218
4715,Tornado!,1996.0,0,0,2,0.00043174841455321145,8,2,2563,0.054388133498145856
4718,The Emerald Forest,1985.0,0,0,1,0.0039958051762695145,7,0,1665,0.07292954264524103
4719,Death Wish II,1982.0,0,0,2,0.0062601489308642035,8,2,2427,0.04511742892459827
4720,Roger Waters: In the Flesh Live,2000.0,0,9,4,0.000614926716494414,8,2,1008,0.0803461063040791
4721,Paul McCartney: Live at the Cavern Club,1999.0,0,9,1,6.701645192970828e-05,7,2,1141,0.054388133498145856
4724,Nuns on the Run,1990.0,0,4,2,0.003241565471824253,7,0,1789,0.16934487021013597
4725,Dragon Ball Z: Dead Zone,1989.0,0,2,1,0.00273224043715847,6,4,670,0.052533992583436336
4726,My Neighbors the Yamadas,1999.0,0,2,1,0.005349131344934897,6,4,1388,0.10815822002472186
4727,The Soong Sisters,1997.0,0,7,1,0.0004098157575580342,3,0,2150,0.03275648949320148
4729,The Land Before Time V: The Mysterious Island,1997.0,0,2,2,0.0017655788881117689,8,2,505,0.08220024721878862
4730,Dil Hai Ke Manta Nahin,1991.0,0,1,1,0.0017026240393293156,4,3,2156,0.07045735475896167
4732,George Carlin: Playin' with Your Head,1986.0,0,6,4,0.0006965649397542406,8,2,2991,0.05624227441285537
4733,Barbie: Fairytopia,2005.0,0,2,1,0.0014053146889502464,8,2,3572,0.012360939431396786
4734,Last Run,2001.0,0,0,2,0.00020429863830692885,7,2,208,0.05686032138442521
4735,White Hunter Black Heart,1990.0,0,1,1,0.0047939101947051315,8,2,631,0.08714462299134733
4736,Castle in the Sky,1986.0,0,2,1,0.06388536206348935,6,4,1295,0.05500618046971569
4737,Alien Visitor,1997.0,0,7,2,0.0002534440363887149,9,2,3022,0.06798516687268231
4739,Undertaker - He Buries Them Alive,1994.0,0,10,1,2.7618901401334317e-05,8,2,1964,0.04202719406674907
4740,Lumière and Company,1995.0,0,6,1,0.0012647832200552217,1,0,3397,0.07292954264524103
4741,A Huey P. Newton Story,2001.0,0,6,1,0.0003204604883184232,8,2,3215,0.05129789864029666
4742,Dragonheart: A New Beginning,2000.0,0,0,2,0.0018874269825294204,8,2,908,0.05500618046971569
4745,Murderers Among Us,1946.0,0,7,1,0.0009097991049851305,2,0,3626,0.07354758961681086
4746,Crime + Punishment in Suburbia,2000.0,0,7,2,0.0013496707258328522,8,2,2926,0.10692212608158218
4747,A Certain Kind of Death,2003.0,0,6,1,0.00036676276419713073,8,2,1242,0.054388133498145856
4749,Infernal Affairs II,2003.0,0,0,1,0.0071045562251785275,3,0,158,0.0741656365883807
4750,Countess Dracula's Orgy of Blood,2004.0,0,8,0,0.00010235239931082719,8,0,892,0.0173053152039555
4751,No One Writes to the Colonel,1999.0,0,7,1,0.0004553057128072907,9,0,238,0.0488257107540173
4753,Walk Away the Pounds with Leslie Sansone: Super Fat Burning,2001.0,0,10,4,6.498565035608075e-06,8,2,145,0.06242274412855376
4754,Her Married Lover,1999.0,0,5,2,0.00016368260683437838,8,2,3049,0.0630407911001236
4755,Father of a Soldier,1964.0,0,7,4,0.0016603833665978633,9,0,2847,0.07292954264524103
4756,The Foliage,2004.0,0,7,2,6.05178868941002e-05,9,0,3667,0.06427688504326327
